analysis_set	k	included_accessions	pooled_hedges_g	standard_error	residual_df	p	ci95_low	ci95_high	tau2	I2	prediction_interval_low	prediction_interval_high	positive_studies
PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	7	GSE130400;GSE194176;GSE234447;GSE241239;GSE289223;GSE301407;GSE315511	1.66282043810926	0.586742878880667	6	0.0298013719341685	0.227112334201234	3.09852854201728	1.71103883128756	74.8717375154793	-1.84515523786885	5.17079611408737	6
