analysis_set	k	included_accessions	pooled_hedges_g	standard_error	residual_df	p	ci95_low	ci95_high	tau2	I2	prediction_interval_low	prediction_interval_high	positive_studies
FINAL_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	16	GSE123945;GSE124956;GSE130400;GSE132731;GSE135844;GSE158799;GSE194176;GSE216676;GSE230668;GSE234447;GSE241239;GSE289223;GSE301407;GSE315511;PRJNA1227125;PRJNA1347474	1.12244963229513	0.318960915175614	15	0.00309975357091102	0.442600534592734	1.80229872999752	0.841173900804648	58.0010181239586	-0.947263569192196	3.19216283378245	14
