analysis_set	k	included_accessions	pooled_hedges_g	standard_error	residual_df	p	ci95_low	ci95_high	tau2	I2	prediction_interval_low	prediction_interval_high	positive_studies	omitted_accession
PRIMARY_LOO	6	GSE194176;GSE234447;GSE241239;GSE289223;GSE301407;GSE315511	1.89092789659308	0.673158736485701	5	0.0375908640738058	0.160518276083045	3.62133751710312	1.99598685969746	72.0351861637222	-2.13195428022729	5.91381007341346	5	GSE130400
PRIMARY_LOO	6	GSE130400;GSE234447;GSE241239;GSE289223;GSE301407;GSE315511	1.87834514252974	0.652562472407242	5	0.0346522016026771	0.200879904341755	3.55581038071772	1.92464046635642	77.1348969857315	-2.06268314848644	5.81937343354591	5	GSE194176
PRIMARY_LOO	6	GSE130400;GSE194176;GSE241239;GSE289223;GSE301407;GSE315511	1.26432960398439	0.541012916691378	5	0.0666310309869994	-0.126388372507086	2.65504758047587	1.00160460918823	64.3885952538836	-1.66015163999908	4.18881084796787	5	GSE234447
PRIMARY_LOO	6	GSE130400;GSE194176;GSE234447;GSE289223;GSE301407;GSE315511	1.49566997686764	0.66537827073743	5	0.0744775555687976	-0.214739319717097	3.20607927345238	1.88487114946045	76.5276509724885	-2.42613101463576	5.41747096837105	5	GSE241239
PRIMARY_LOO	6	GSE130400;GSE194176;GSE234447;GSE241239;GSE301407;GSE315511	1.46583527875637	0.62229685820854	5	0.0651118384255251	-0.133829721328046	3.0655002788408	1.68394679393695	76.5536248435345	-2.2336599479398	5.16533050545255	5	GSE289223
PRIMARY_LOO	6	GSE130400;GSE194176;GSE234447;GSE241239;GSE289223;GSE315511	1.65916812202173	0.690477034268096	5	0.0613980072272812	-0.115759600191875	3.43409584423533	2.14679957878002	79.8115194285276	-2.50450645436546	5.82284269840891	5	GSE301407
PRIMARY_LOO	6	GSE130400;GSE194176;GSE234447;GSE241239;GSE289223;GSE301407	1.99191033967667	0.572901214325573	5	0.0177179169161395	0.519220884517369	3.46459979483598	1.33756202399837	68.7816931229391	-1.32581150768857	5.30963218704192	6	GSE315511
