figure	element	bbox	violation_type	status
S3	text:panel_label:C:C	532.0,467.0,543.0,481.0	NONE	PASS
S3	font:panel_label:C:C	532.0,467.0,543.0,481.0	NONE	PASS
S3	text:21:Coefficient (95% CI)	578.9,42.7,690.9,54.7	NONE	PASS
S3	font:21:Coefficient (95% CI)	578.9,42.7,690.9,54.7	NONE	PASS
S3	text:22:−20	562.2,60.3,581.0,70.3	NONE	PASS
S3	font:22:−20	562.2,60.3,581.0,70.3	NONE	PASS
S3	text:23:0	637.0,60.3,643.1,70.3	NONE	PASS
S3	font:23:0	637.0,60.3,643.1,70.3	NONE	PASS
S3	text:24:20	702.4,60.3,714.7,70.3	NONE	PASS
S3	font:24:20	702.4,60.3,714.7,70.3	NONE	PASS
S3	text:panel_title:C:M2	554.5,448.1,571.9,460.1	NONE	PASS
S3	font:panel_title:C:M2	554.5,448.1,571.9,460.1	NONE	PASS
S3	panel_label_title:A	94.3,467.0,105.3,481.0	NONE	PASS
S3	panel_label_title:B	313.1,467.0,324.1,481.0	NONE	PASS
S3	panel_label_title:C	532.0,467.0,543.0,481.0	NONE	PASS
S3	tick_neighbor:axes0:0:−1	133.4,60.3,146.2,70.3	NONE	PASS
S3	tick_neighbor:axes0:1:0	182.7,60.3,188.8,70.3	NONE	PASS
S3	tick_neighbor:axes0:2:1	228.6,60.3,234.9,70.3	NONE	PASS
S3	tick_neighbor:axes0:3:2	274.6,60.3,280.8,70.3	NONE	PASS
S3	tick_neighbor:axes0:4:GSM5277737	38.8,90.4,107.1,100.4	NONE	PASS
S3	tick_neighbor:axes0:5:GSM5690478	38.8,144.9,107.1,154.9	NONE	PASS
S3	tick_neighbor:axes0:6:GSM5690479	39.0,199.5,107.1,209.5	NONE	PASS
S3	tick_neighbor:axes0:7:GSM7845000	39.0,254.0,107.1,264.0	NONE	PASS
S3	tick_neighbor:axes0:8:GSM7845001	38.8,308.5,107.1,318.5	NONE	PASS
S3	tick_neighbor:axes0:9:GSM7845002	38.8,363.1,107.1,373.1	NONE	PASS
S3	tick_neighbor:axes0:10:GSM7845003	38.8,417.6,107.1,427.6	NONE	PASS
S3	tick_neighbor:axes1:0:−15	326.2,60.3,345.1,70.3	NONE	PASS
S3	tick_neighbor:axes1:1:0	413.0,60.3,419.2,70.3	NONE	PASS
S3	tick_neighbor:axes1:2:15	490.4,60.3,502.7,70.3	NONE	PASS
S3	tick_neighbor:axes2:0:−20	562.2,60.3,581.0,70.3	NONE	PASS
S3	tick_neighbor:axes2:1:0	637.0,60.3,643.1,70.3	NONE	PASS
S3	tick_neighbor:axes2:2:20	702.4,60.3,714.7,70.3	NONE	PASS
