resource	version	version_posted	download_date	exact_file_name	sha256	version_specific_source	version_specific_citation
Voigt et al. bioRxiv macular-degeneration single-cell resource	v1	2026-04-01	2026-07-22	media-2.xlsx	3549a93926b4ea689fad4bfec54e8981f59c129d4f608ce18eda86fdc487d529	https://www.biorxiv.org/content/10.64898/2026.03.30.714946v1	Voigt AP et al. Single-Cell Gene Expression and eQTL Analyses in the Human Retina, RPE, and Choroid in Macular Degeneration. bioRxiv version 1, posted 1 April 2026. doi:10.64898/2026.03.30.714946.
