gene	effect	se	stat	p	fdr	method	study	contrast	species	lo	hi	label	facet_rule
ADORA2A	-4.3564515247529	1.64564020045604	-2.64726853630923	0.0142144170960237	0.143634392107401	limma-voom estimated counts	GSE94019	PDR_FVM_CD31_vs_control_CD31	human	-7.58190631764674	-1.13099673185906	GSE94019 · PDR_FVM_CD31_vs_control_CD31	dataset-specific metric and axis; no cross-context pooling
ADORA2A	-1.20498069709954	0.93726055310872	-1.28564110919087	0.198568342726284		DESeq2	GSE307925	CD31high_treated_vs_untreated	human	-3.04201138119263	0.632049986993551	GSE307925 · CD31high_treated_vs_untreated	dataset-specific metric and axis; no cross-context pooling
ADORA2A	0.80840986288386	0.598522515150494	1.35067577646697	0.19546945416863	0.486396399906555	limma moderated	GSE179568	PDR_vs_macular_pucker	human	-0.364694266811108	1.98151399257883	GSE179568 · PDR_vs_macular_pucker	dataset-specific metric and axis; no cross-context pooling
ADORA2A	1.86761163031725	0.646792225477745	2.8874985764366	0.0125245097148869	0.102658641646494	limma moderated	GSE179568	PDR_vs_macular_hole	human	0.59989886838087	3.13532439225363	GSE179568 · PDR_vs_macular_hole	dataset-specific metric and axis; no cross-context pooling
