file	cell_type	gene	pct_cluster_exp	donor_cell_cutoff	group_1_donors	group_2_donors	logFC_pseudobulk	logCPM_pseudobulk	F_pseudobulk	PValue_pseudobulk	FDR_pseudobulk	publication	publication_status	doi	PMID	PMCID	repository_accession	analysis_input	contrast_interpretation
media-2.xlsx	RGC	ADORA2A	0.000990009900099	10  cells	2 donors	14 donors	-3.22924149536891	1.96634902395075	12.2698163135044	0.0055041473542524	0.083542663011237	Voigt AP et al. Single-Cell Gene Expression and eQTL Analyses in the Human Retina, RPE, and Choroid in Macular Degeneration	bioRxiv preprint, version 1 posted 2026-04-01	10.64898/2026.03.30.714946	41959212	PMC13060246	no study-level GEO accession used; published supplementary pseudobulk table	v1 supplementary media-2.xlsx for MNV-versus-control rows; media-4.xlsx retained only as a separate sparse row	MNV versus control
media-2.xlsx	Choriocapillaris	ADORA2A	0.001278363694471	10  cells	2 donors	29 donors	-0.899721848058012	3.54718232274917	0.292004112811788	0.718536575248311	0.870974707383492	Voigt AP et al. Single-Cell Gene Expression and eQTL Analyses in the Human Retina, RPE, and Choroid in Macular Degeneration	bioRxiv preprint, version 1 posted 2026-04-01	10.64898/2026.03.30.714946	41959212	PMC13060246	no study-level GEO accession used; published supplementary pseudobulk table	v1 supplementary media-2.xlsx for MNV-versus-control rows; media-4.xlsx retained only as a separate sparse row	MNV versus control
media-2.xlsx	Vein	ADORA2A	0.0004430660168365	10  cells	2 donors	27 donors	-0.670294444152736	3.4337742849263	0.292986310149776	0.752955982365412	0.860335150034867	Voigt AP et al. Single-Cell Gene Expression and eQTL Analyses in the Human Retina, RPE, and Choroid in Macular Degeneration	bioRxiv preprint, version 1 posted 2026-04-01	10.64898/2026.03.30.714946	41959212	PMC13060246	no study-level GEO accession used; published supplementary pseudobulk table	v1 supplementary media-2.xlsx for MNV-versus-control rows; media-4.xlsx retained only as a separate sparse row	MNV versus control
media-2.xlsx	B-Cell	ADORA2A	0.0004214075010535	10  cells	2 donors	24 donors	-1.4434703506063	2.15424097460843	0.0878910269752128	0.822934569798092	0.913963812087722	Voigt AP et al. Single-Cell Gene Expression and eQTL Analyses in the Human Retina, RPE, and Choroid in Macular Degeneration	bioRxiv preprint, version 1 posted 2026-04-01	10.64898/2026.03.30.714946	41959212	PMC13060246	no study-level GEO accession used; published supplementary pseudobulk table	v1 supplementary media-2.xlsx for MNV-versus-control rows; media-4.xlsx retained only as a separate sparse row	MNV versus control
media-4.xlsx	BC-on-8-9	ADORA2A	0.0016764459346186	10  cells	1 donors	3 donors	2.6316887964942	4.52325353625886	1.6894006143181	0.193688606624911	0.805490505897701	Voigt AP et al. Single-Cell Gene Expression and eQTL Analyses in the Human Retina, RPE, and Choroid in Macular Degeneration	bioRxiv preprint, version 1 posted 2026-04-01	10.64898/2026.03.30.714946	41959212	PMC13060246	no study-level GEO accession used; published supplementary pseudobulk table	v1 supplementary media-2.xlsx for MNV-versus-control rows; media-4.xlsx retained only as a separate sparse row	separate sparse supplementary contrast
