records_identified_total	records_identified_GEO	records_identified_PubMed	records_identified_BioProject	records_identified_SRA	records_identified_Europe_PMC	records_identified_BioStudies	duplicates_or_component_records_removed	records_screened	records_excluded_before_report_assessment	reports_sought_for_retrieval	reports_not_retrieved	reports_assessed_for_eligibility	reports_excluded	reports_excluded_no_P17_contrast	reports_excluded_insufficient_replication	reports_excluded_wrong_tissue_or_modality	reports_excluded_no_recoverable_expression_or_contrast	reports_excluded_other	eligible_GEO_cohorts	eligible_non_GEO_cohorts	unique_eligible_cohorts_included	unique_GEO_series	unique_GEO_series_included	unique_GEO_series_excluded	source_date	source_file
1029	219	141	50	137	144	338	774	255	199	56	0	56	40	12	9	4	7	8	14	2	16	48	14	34	2026-08-11	Search_All_Sources.tsv
